E N U
-768.061927898807 4960.91806688838 -21.9762839442656
-483.594397747254 4960.88053974397 -23.9484015600412
-199.127105376406 4960.86091926727 -23.933193324932
85.3401880475976 4960.85764918765 -23.9306586189529
369.807481021074 4960.87072950511 -23.9407974420903
654.274772037992 4960.90016022096 -23.9636097953637
938.742059596821 4960.94594133346 -23.9990956774288
1223.20934218926 4961.00807284269 -24.0472550883412
1507.677090088 4961.0881110729 -22.1080886896671
1792.14444725219 4961.18294340497 -22.1815951810559
2076.61147003701 4961.2933479438 -23.2677748495191
2361.07913164348 4961.4216592716 -22.3666287599081
2645.54686977685 4961.56632104016 -21.4781562344679
2930.01376608788 4961.72577673574 -22.6023564623733
3214.48055789151 4961.90158277613 -23.7392301800731
3498.94669624315 4962.09296083398 -25.8887769269358
3783.41323000561 4962.30146750695 -27.0509975764484
4067.88029119626 4962.5271028835 -27.2258921983665
4352.34733087395 4962.76908864367 -27.4134603389624
4636.81434753487 4963.02742478593 -27.6137019970719
-5319.03811025733 5427.34873595151 -26.523406887444
-5034.5977311294 5427.05118669858 -26.2927703405992
-4750.15732537669 5426.76998629699 -26.0748061247489
-4465.71689450278 5426.50513474822 -25.8695142410277
-4181.27774839618 5426.25833430136 -23.676895842948
-3896.83596340762 5426.02447821338 -25.4969474732754
-3612.39659656865 5425.81037533911 -23.3296736363309
-3327.95599124489 5425.61091915214 -23.1750710427946
-3043.51536832323 5425.42781182868 -23.0331407896702
-2759.07559266102 5425.26275530729 -20.903883788606
-2474.63446287154 5425.11149472335 -21.7872977457947
-2190.193751673 5424.97743397716 -21.6833845036555
-1905.75332706017 5424.86057300569 -20.5921440133329
-1621.31229603087 5424.75835909418 -21.5135750552669
-1336.87176376012 5424.67419583536 -20.4476792346382
-1052.43080609014 5424.60467969586 -21.3944549922827
-767.989931861551 5424.55151244652 -22.3539031121805
-483.549218232803 5424.51554493308 -22.3260239526267
-199.108439742855 5424.49422459269 -24.3108164129865
85.3322018412788 5424.49180566734 -23.308282306795
369.772816273122 5424.50403391085 -24.3184198172755
654.213339742898 5424.53261101291 -25.3412296655121
938.654064468083 5424.57923868925 -24.376712588057
1223.09468187075 5424.6413643745 -24.4248674846815
1507.53552867084 5424.7206898076 -23.4856951122976
1791.9761761353 5424.81551323606 -23.5591947023092
2076.41648925195 5424.92583461362 -24.645366218874
2360.85781050406 5425.05505762441 -22.7442113380035
2645.29929728149 5425.20062958697 -20.8557288647944
2929.73957294196 5425.35999756584 -21.979917410965
3214.17974410487 5425.53571435865 -23.1167782603184
3498.61980926243 5425.72777995928 -24.266311405741
3783.05858313485 5425.93449220913 -27.4285157662305
4067.4989791565 5426.16010643573 -27.6033939943839
4351.9393536672 5426.40206951274 -27.7909445528065
4636.37970516333 5426.66038143905 -27.9911674406288
-5318.5394429306 5890.98207408053 -26.9345391987039
-5034.12573048946 5890.68455272286 -26.7039242740551
-4749.71199142609 5890.40337868418 -26.4859804926372
-4465.2996245026 5890.14039973665 -24.2807091967257
-4180.88574770822 5889.89192026128 -24.0881076438828
-3896.47062953861 5889.65794049377 -25.908176016815
-3612.05792929131 5889.44400329636 -23.7409179902661
-3327.64399067551 5889.24456580794 -23.5863298903524
-3043.23003446353 5889.06147565144 -23.4444129436975
-2758.81649379413 5888.895656517 -22.3151676707343
-2474.40246239929 5888.74526100247 -22.1985930136352
-2189.98841791871 5888.61121282428 -22.0946895132142
-1905.57465999688 5888.49443561072 -21.0034576407852
-1621.16054935819 5888.39308209158 -20.9248964431572
-1336.74643014608 5888.30807591345 -20.8590064058235
-1052.33213921732 5888.23849348941 -21.8057870895322
-767.917931722014 5888.18525842383 -22.7652389458904
-483.50388481135 5888.14929428183 -22.7373623996082
-199.089835343876 5888.12967747733 -22.7221570109
85.3242151765847 5888.12640800993 -22.7196227794589
369.738207398202 5888.13856230738 -23.7297592774057
654.152108666406 5888.16706393264 -24.7525669254186
938.56606432537 5888.21283646204 -24.7880461545468
1222.97982367443 5888.2740327303 -25.8361960917296
1507.39395924508 5888.35342351584 -24.8970180719661
1791.80789549894 5888.44823803949 -24.9705107596787
2076.22182227676 5888.55939989327 -25.0566745992559
2360.63610741437 5888.68783273497 -24.1555100848886
2645.05005522667 5888.8316892697 -24.2670162442368
2929.46536406005 5888.9946642528 -21.391195151482
3213.87941588952 5889.17121553183 -21.5280436796975
3498.29290338729 5889.36319038376 -22.6775627885144
3782.70569155362 5889.57058871089 -24.8397524010215
4067.1182817205 5889.79433422847 -27.0146130571256
4351.53135321363 5890.03535078958 -28.2021454035716
4635.94503802551 5890.29363849933 -28.402349520641
-5318.04074719373 6354.61571013539 -27.3793881979935
-5033.6537029586 6354.31821667499 -27.1487948970888
-4749.26663210384 6354.03706900084 -26.930871551362
-4464.87953613256 6353.77226711371 -26.7256181613974
-4180.49241654865 6353.52381101503 -26.5330347283156
-3896.10527485563 6353.29170070665 -26.3531212535421
-3611.71924271924 6353.07792918552 -24.1858790498937
-3327.33197233078 6352.87851039799 -24.0313054454278
-3042.94468434774 6352.69543740898 -23.8894018056431
-2758.55738027149 6352.52871021934 -23.7601681312063
-2474.17006160717 6352.37832882972 -23.6436044226067
-2189.78272985836 6352.24429324193 -23.5397106812653
-1905.39538652812 6352.12660345564 -23.4484869069111
-1621.00828674062 6352.02625580564 -22.3699336284953
-1336.6208802673 6351.94125761128 -22.304049779541
-1052.2334667231 6351.87260522354 -22.2508359015583
-767.845927480324 6351.81930234007 -23.2102914907314
-483.458548807216 6351.78334157038 -23.182417558398
-199.071167577418 6351.76372660524 -23.167213595416
85.3162147052134 6351.76045744461 -23.1646796017636
369.703596537415 6351.77353408777 -23.1748155768738
654.090771738973 6351.80096393822 -25.1976205183449
938.478059169036 6351.84673217611 -25.2330964210304
1222.86515030769 6351.90784989713 -26.2812417733172
1507.25214599072 6351.98531339151 -27.3420570719665
1791.63988565936 6352.08211168044 -25.415543916837
2076.027144211 6352.19326311109 -25.5016996772314
2360.41439178428 6352.32076033862 -25.6005254010378
2644.80162687387 6352.46460336254 -25.7120210878778
2929.18976456328 6352.62678503701 -23.8361879398795
3213.57756195372 6352.80431616168 -22.9730242159603
3497.96543133688 6352.9981931453 -22.1225305047417
3782.35159587861 6353.20542644047 -24.284704794955
4066.73819871076 6353.4300019504 -25.4595496419163
4351.12469104706 6353.6709231794 -26.6470643931656
4635.51034612374 6353.92719348782 -28.8472482810868
-5317.54035911133 6818.24750275359 -29.8579520987919
-5033.18007358204 6817.95003728544 -29.627380495262
-4748.82124741219 6817.67105480629 -27.4094793498293
-4464.46082117086 6817.40627775224 -27.204245208501
-4180.10037131932 6817.15784495393 -27.0116798360122
-3895.73989936066 6816.92575641248 -26.8317832332349
-3611.37997182713 6816.71108134975 -25.6645561325831
-3327.01889513868 6816.51061210588 -26.5099963412421
-3042.65884193088 6816.32862550315 -25.3681067383681
-2758.29868365065 6816.1629831092 -24.2388858679414
-2473.93842180316 6816.01368493353 -23.122333737317
-2189.57805789169 6815.88073098462 -22.0184503530794
-1905.21699724886 6815.7619831263 -22.927234488773
-1620.8562691066 6815.66064863102 -22.8486880369204
-1336.49553239252 6815.57565840816 -22.7828103668511
-1052.13478860811 6815.50701245786 -22.7296014786538
-767.774039260963 6815.45471078133 -22.6890613732761
-483.413210220523 6815.417684361 -23.6611894766533
-199.052498747569 6815.39807123538 -23.645986939517
85.3082137781342 6815.39480238095 -23.6434531832032
369.668925853392 6815.40787779809 -23.6535882080069
654.029635973011 6815.4372974867 -23.6763920138436
938.390195817675 6815.48199241856 -24.7118640183916
1222.75085302552 6815.54410063976 -24.7600053782711
1507.11173956611 6815.62362217886 -23.8208161156293
1791.47186624921 6815.71628082152 -25.8942938225259
2075.83245505554 6815.82742182809 -25.9804415030011
2360.19303288454 6815.9549070994 -26.0792579592921
2644.55359823106 6816.09873663311 -26.1907431895979
2928.91414959181 6816.25891042999 -26.314897194496
3213.27518820567 6816.4364976662 -25.4517206709897
3497.63739326736 6816.63256763833 -22.6012144094196
3781.9980716092 6816.84177434858 -22.7633748341344
4066.35809373827 6817.06625605275 -23.9382032643001
4350.71868608374 6817.30815126212 -24.1257012171108
4635.07853022896 6817.56532138121 -25.3258671101184
-5317.04243860881 7281.8827240429 -29.3702354530916
-5032.70877982926 7281.58528642867 -29.139685439704
-4748.37509443501 7281.30419153193 -28.9218030028288
-4464.04138392891 7281.03943935381 -28.7165881433476
-4179.70830376085 7280.79217190718 -27.5240417285743
-3895.37511251562 7280.5612471106 -26.3441628368575
-3611.04124672417 7280.34552302906 -26.1769506635885
-3326.70788232155 7280.14728358773 -25.0224068631015
-3042.37441135546 7279.96538681965 -23.8805306048375
-2758.04040381124 7279.79869087626 -23.751321150009
-2473.70638168166 7279.64833766904 -23.6347792861738
-2189.37268901335 7279.51546901263 -22.5309057258258
-1905.03859773642 7279.3978012639 -22.4396990332337
-1620.70474995638 7279.29761803384 -21.3611606204022
-1336.37059554816 7279.21263575598 -21.2952891086616
-1052.0361048729 7279.14171271641 -23.2420838635994
-767.702026805128 7279.08941594524 -23.2015475604612
-483.36786905155 7279.05232017553 -24.1736781977816
-199.033828854436 7279.03270888958 -24.1584770866176
85.300212395402 7279.02944034151 -24.1559435677724
369.634253194849 7279.04251453208 -24.1660776418312
653.968292038643 7279.0719314619 -24.1888793092763
938.302327426041 7279.11769112893 -24.2243485685163
1222.63654913972 7279.18093529407 -23.2724860903899
1506.97038180716 7279.25823867764 -24.3332898647246
1791.3043977949 7279.35302655825 -24.4067619008702
2075.63840430923 7279.46415717548 -24.4929015283597
2359.97166137728 7279.58934688089 -26.5917073073472
2644.30555546168 7279.73316292457 -26.7031820812438
2928.63943556161 7279.89332169816 -26.8273244412911
3212.97380286888 7280.07096510005 -25.9641351648785
3497.30878933479 7280.26609321971 -24.1136143213671
3781.64334358338 7280.47642223726 -23.2757603380327
4065.97796680496 7280.70309405853 -22.4505739992274
4350.31197685801 7280.94496665522 -22.6380544244867
4634.64523878116 7281.20203991217 -23.8382015245537
-5316.54365773504 7745.51716640675 -29.9162347115006
-5032.23667171439 7745.21975669495 -29.6857063258634
-4747.93040192997 7744.93990298134 -28.4678453418577
-4463.62262133898 7744.67396082459 -29.2626487191632
-4179.31555999072 7744.42557466899 -29.0701195004016
-3895.00908594224 7744.19474440015 -27.8902575968931
-3610.7019374111 7743.97904058923 -27.7230611357999
-3326.39529022151 7743.78089260471 -26.5685319431794
-3042.0885364785 7743.5990857575 -25.4266691010689
-2757.78124620786 7743.43240547772 -25.2974717874222
-2473.4735543602 7743.28085184353 -26.1809400628361
-2189.16730843994 7743.15049758962 -23.0770779568033
-1904.85988996243 7743.03284087885 -22.9858798199675
-1620.55246141177 7742.93152537709 -22.9073480903893
-1336.2452333562 7742.84776557071 -21.8414835277225
-1051.93758010127 7742.77791800153 -22.7882838537293
-767.63001024837 7742.72441166037 -23.7477506017276
-483.322600919872 7742.68846100332 -23.7198845079024
-199.015157898087 7742.66763709525 -24.7046840820972
85.2922105569713 7742.66436885408 -24.7021508011376
369.599578561636 7742.6774418186 -24.7122839248645
653.906944611018 7742.70685598799 -24.7350834526355
938.214307204185 7742.75261136275 -24.7705493848507
1222.52166483359 7742.81470794301 -24.8186817216006
1506.82901599839 7742.89314572708 -24.8794804615736
1791.13635919371 7742.98792471596 -24.9529456055575
2075.44369291648 7743.09904490857 -25.0390771527095
2359.75101566405 7743.22650630385 -25.1378751022034
2644.05791224926 7743.36909433239 -26.2493386311956
2928.36470588736 7743.52802351341 -27.3734685224471
3212.6724003692 7743.70572307977 -26.5102664980881
3496.97961969526 7743.89854925011 -26.6597300293505
3781.28800374699 7744.11014598482 -24.8218617825891
4065.59590963706 7744.33686933702 -23.9966591030979
4349.90388299018 7744.57993396312 -23.1841228811644
4634.21047219183 7744.83691027526 -24.3842511206839
-5316.04401672725 8209.15060923835 -31.4959496609185
-5031.76532397476 8208.8558026368 -29.2654452172103
-4747.48494114409 8208.57476043536 -29.0476036255461
-4463.20453320635 8208.31005788895 -28.8424272366222
-4178.92410166494 8208.06169499868 -28.6499160512951
-3894.64242933176 8207.82709692692 -30.4700680423152
-3610.36317378433 8207.6139881936 -28.3028892968839
-3326.08268045044 8207.41464428034 -28.1483737290116
-3041.80264544085 8207.23292735497 -27.0065243108653
-2757.52207395412 8207.06626273911 -26.8773391386473
-2473.24071397149 8206.91336323558 -28.7608173705333
-2188.96123121472 8206.78323976139 -25.6569653153584
-1904.68117201312 8206.66816860076 -23.5657775092549
-1620.40041778164 8206.56686260488 -23.4872531478794
-1336.11965498074 8206.48189628431 -23.4213940049571
-1051.83888511157 8206.41326964065 -23.3682000817347
-767.557989591231 8206.35969548435 -24.3276705423
-483.277254580008 8206.32374819967 -24.2998070624708
-198.996485878658 8206.30285340946 -25.2846079719371
85.2842082629286 8206.29958547464 -25.2820749284316
369.564844133053 8206.31137003066 -26.2922062714089
653.845593690277 8206.34206862279 -25.315004490487
938.126281970463 8206.38781970473 -25.3504670952439
1222.40677403313 8206.44862325486 -26.3985940689292
1506.68717067598 8206.52576645227 -27.4593862393401
1790.96831102463 8206.62311098016 -25.5328462030139
2075.24864574945 8206.73293349931 -26.6189687879516
2359.52924971014 8206.86038291551 -26.7177574522131
2643.8094275484 8207.00288470846 -27.8292104145223
2928.08996057032 8207.16301343344 -27.9533294832743
3212.37047810921 8207.33948182018 -28.0901137599656
3496.65152573475 8207.53357724181 -27.2395642228318
3780.93205226863 8207.74272498373 -27.4016789399772
4065.21383087135 8207.97078727054 -25.5764609275907
4349.49440486645 8208.21261441131 -25.7639061190362
4633.7764058351 8208.47335625568 -23.9640187039652
-5315.5468424466 8672.78827328872 -30.1093851408145
-5031.293162026 8672.49091933853 -29.8788999771464
-4747.03945499816 8672.20990350913 -29.661078826995
-4462.78572286559 8671.94522580131 -29.4559216909706
-4178.53196713156 8671.69688621655 -29.2634285702238
-3894.27879858683 8671.46624489869 -28.0836005762755
-3610.02439087174 8671.24922142255 -28.9164343794678
-3325.77057335102 8671.04989621489 -28.7619333106809
-3041.5167382441 8670.86690913571 -28.6200962613816
-2757.26288705149 8670.70026018558 -28.4909232319901
-2473.00902127764 8670.54994936441 -28.3744142224555
-2188.75548487203 8670.41733665316 -27.2705702180371
-1904.50214591633 8670.30242199442 -25.1793911754198
-1620.2478584967 8670.19976557653 -26.1008732381117
-1335.99386048145 8670.11480725576 -26.0350202960092
-1051.74001995092 8670.04754699272 -24.9818323185677
-767.485964833819 8669.99526494015 -24.9413074241224
-483.231905658471 8669.95932102877 -24.9134465590063
-198.977812796245 8669.9383553563 -25.8982487989381
85.2762055133381 8669.93508772802 -25.8957159930371
369.530281188207 8669.9495181439 -24.9058481412898
653.784239276859 8669.97756688968 -25.9286424650847
938.038251725569 8670.02331367862 -25.9641017422475
1222.29225921164 8670.08539860576 -26.0122250464203
1506.54626023408 8670.1638216716 -26.0730123780006
1790.799973105 8670.25722292268 -27.1464627718421
2075.05391221527 8670.36832224584 -27.2325781426504
2359.30747122147 8670.4943997133 -28.3313565451667
2643.56134240706 8670.63817528165 -28.4427999458053
2927.81565769021 8670.7996490177 -27.5669083963518
3212.06954388711 8670.9761008733 -27.7036798594279
3496.3234130958 8671.16889085944 -27.8531153435712
3780.57844681078 8671.38073923202 -26.0152170483829
4064.83300245422 8671.60756571104 -25.1899817555531
4349.08694510212 8671.84937019745 -25.3774093871398
4633.34158967 8672.10887305898 -24.5775022294076
